Mod:Item:MetaData, Localized Name
gregtech:gt.meta.chemtube:70, oredict.chemtubeNitrogen.name
gregtech:gt.meta.chemtube:80, oredict.chemtubeOxygen.name
gregtech:gt.meta.chemtube:90, oredict.chemtubeFluorine.name
gregtech:gt.meta.chemtube:100, oredict.chemtubeNeon.name
gregtech:gt.meta.chemtube:110, oredict.chemtubeSodium.name
gregtech:gt.meta.chemtube:120, oredict.chemtubeMagnesium.name
gregtech:gt.meta.chemtube:130, oredict.chemtubeAluminium.name
gregtech:gt.meta.chemtube:140, oredict.chemtubeSilicon.name
gregtech:gt.meta.chemtube:150, oredict.chemtubePhosphor.name
gregtech:gt.meta.chemtube:160, oredict.chemtubeSulfur.name
gregtech:gt.meta.chemtube:170, oredict.chemtubeChlorine.name
gregtech:gt.meta.chemtube:180, oredict.chemtubeArgon.name
gregtech:gt.meta.chemtube:190, oredict.chemtubePotassium.name
gregtech:gt.meta.chemtube:200, oredict.chemtubeCalcium.name
gregtech:gt.meta.chemtube:220, oredict.chemtubeTitanium.name
gregtech:gt.meta.chemtube:230, oredict.chemtubeVanadium.name
gregtech:gt.meta.chemtube:240, oredict.chemtubeChromium.name
gregtech:gt.meta.chemtube:250, oredict.chemtubeManganese.name
gregtech:gt.meta.chemtube:260, oredict.chemtubeIron.name
gregtech:gt.meta.chemtube:270, oredict.chemtubeCobalt.name
gregtech:gt.meta.chemtube:278, oredict.chemtubeCobalt60.name
gregtech:gt.meta.chemtube:280, oredict.chemtubeNickel.name
gregtech:gt.meta.chemtube:290, oredict.chemtubeCopper.name
gregtech:gt.meta.chemtube:300, oredict.chemtubeZinc.name
gregtech:gt.meta.chemtube:310, oredict.chemtubeGallium.name
gregtech:gt.meta.chemtube:320, oredict.chemtubeGermanium.name
gregtech:gt.meta.chemtube:330, oredict.chemtubeArsenic.name
gregtech:gt.meta.chemtube:340, oredict.chemtubeSelenium.name
gregtech:gt.meta.chemtube:350, oredict.chemtubeBromine.name
gregtech:gt.meta.chemtube:360, oredict.chemtubeKrypton.name
gregtech:gt.meta.chemtube:370, oredict.chemtubeRubidium.name
gregtech:gt.meta.chemtube:380, oredict.chemtubeStrontium.name
gregtech:gt.meta.chemtube:390, oredict.chemtubeYttrium.name
gregtech:gt.meta.chemtube:400, oredict.chemtubeZirconium.name
gregtech:gt.meta.chemtube:410, oredict.chemtubeNiobium.name
gregtech:gt.meta.chemtube:420, oredict.chemtubeMolybdenum.name
gregtech:gt.meta.chemtube:430, oredict.chemtubeTechnetium.name
gregtech:gt.meta.chemtube:440, oredict.chemtubeRuthenium.name
gregtech:gt.meta.chemtube:450, oredict.chemtubeRhodium.name
gregtech:gt.meta.chemtube:460, oredict.chemtubePalladium.name
gregtech:gt.meta.chemtube:470, oredict.chemtubeSilver.name
gregtech:gt.meta.chemtube:480, oredict.chemtubeCadmium.name
gregtech:gt.meta.chemtube:490, oredict.chemtubeIndium.name
gregtech:gt.meta.chemtube:500, oredict.chemtubeTin.name
gregtech:gt.meta.chemtube:510, oredict.chemtubeAntimony.name
gregtech:gt.meta.chemtube:530, oredict.chemtubeIodine.name
gregtech:gt.meta.chemtube:540, oredict.chemtubeXenon.name
gregtech:gt.meta.chemtube:550, oredict.chemtubeCaesium.name
gregtech:gt.meta.chemtube:560, oredict.chemtubeBarium.name
gregtech:gt.meta.chemtube:570, oredict.chemtubeLanthanium.name
gregtech:gt.meta.chemtube:580, oredict.chemtubeCerium.name
gregtech:gt.meta.chemtube:600, oredict.chemtubeNeodymium.name
gregtech:gt.meta.chemtube:700, oredict.chemtubeYtterbium.name
gregtech:gt.meta.chemtube:720, oredict.chemtubeHafnium.name
gregtech:gt.meta.chemtube:730, oredict.chemtubeTantalum.name
gregtech:gt.meta.chemtube:740, oredict.chemtubeTungsten.name
gregtech:gt.meta.chemtube:750, oredict.chemtubeRhenium.name
gregtech:gt.meta.chemtube:760, oredict.chemtubeOsmiumElemental.name
gregtech:gt.meta.chemtube:770, oredict.chemtubeIridium.name
gregtech:gt.meta.chemtube:780, oredict.chemtubePlatinum.name
gregtech:gt.meta.chemtube:790, oredict.chemtubeGold.name
gregtech:gt.meta.chemtube:791, oredict.chemtubeGold198.name
gregtech:gt.meta.chemtube:800, oredict.chemtubeMercury.name
gregtech:gt.meta.chemtube:820, oredict.chemtubeLead.name
gregtech:gt.meta.chemtube:830, oredict.chemtubeBismuth.name
gregtech:gt.meta.chemtube:850, oredict.chemtubeAstatine.name
gregtech:gt.meta.chemtube:860, oredict.chemtubeRadon.name
gregtech:gt.meta.chemtube:880, oredict.chemtubeRadium.name
gregtech:gt.meta.chemtube:890, oredict.chemtubeActinium.name
gregtech:gt.meta.chemtube:900, oredict.chemtubeThorium.name
gregtech:gt.meta.chemtube:920, oredict.chemtubeUranium.name
gregtech:gt.meta.chemtube:921, oredict.chemtubeUranium235.name
gregtech:gt.meta.chemtube:922, oredict.chemtubeUranium233.name
gregtech:gt.meta.chemtube:930, oredict.chemtubeNeptunium.name
gregtech:gt.meta.chemtube:940, oredict.chemtubePlutonium.name
gregtech:gt.meta.chemtube:943, oredict.chemtubePlutonium241.name
gregtech:gt.meta.chemtube:945, oredict.chemtubePlutonium243.name
gregtech:gt.meta.chemtube:947, oredict.chemtubePlutonium239.name
gregtech:gt.meta.chemtube:950, oredict.chemtubeAmericium.name
gregtech:gt.meta.chemtube:951, oredict.chemtubeAmericium241.name
gregtech:gt.meta.chemtube:952, oredict.chemtubeAmericium242.name
gregtech:gt.meta.chemtube:1170, oredict.chemtubeFarnsium.name
gregtech:gt.meta.chemtube:1250, oredict.chemtubeTritaniumElemental.name
gregtech:gt.meta.chemtube:1260, oredict.chemtubeTrinium.name
gregtech:gt.meta.chemtube:1450, oredict.chemtubeDuraniumElemental.name
gregtech:gt.meta.chemtube:1520, oredict.chemtubeVibranium.name
gregtech:gt.meta.chemtube:1740, oredict.chemtubeNaquadah.name
gregtech:gt.meta.chemtube:1741, oredict.chemtubeNaquadahEnriched.name
gregtech:gt.meta.chemtube:1742, oredict.chemtubeNaquadria.name
gregtech:gt.meta.chemtube:2210, oredict.chemtubeAtlarus.name
gregtech:gt.meta.chemtube:2220, oredict.chemtubeAdamantium.name
gregtech:gt.meta.chemtube:2390, oredict.chemtubeMacGuffium.name
gregtech:gt.meta.chemtube:3720, oredict.chemtubeGravitonium.name
gregtech:gt.meta.chemtube:8000, oredict.chemtubeSiliconDioxide.name
gregtech:gt.meta.chemtube:8001, oredict.chemtubeGlass.name
gregtech:gt.meta.chemtube:8002, oredict.chemtubeFlint.name
gregtech:gt.meta.chemtube:8003, oredict.chemtubeCarborundum.name
gregtech:gt.meta.chemtube:8004, oredict.chemtubeLithiumOxide.name
gregtech:gt.meta.chemtube:8005, oredict.chemtubeFerrite.name
gregtech:gt.meta.chemtube:8006, oredict.chemtubeDatolite.name
gregtech:gt.meta.chemtube:8007, oredict.chemtubeHydrogenBorate.name
gregtech:gt.meta.chemtube:8008, oredict.chemtubeAlumina.name
gregtech:gt.meta.chemtube:8009, oredict.chemtubeCryolite.name
gregtech:gt.meta.chemtube:8010, oredict.chemtubeAluminiumFluoride.name
gregtech:gt.meta.chemtube:8011, oredict.chemtubeHexafluorosilicicAcid.name
gregtech:gt.meta.chemtube:8012, oredict.chemtubeSodiumAluminate.name
gregtech:gt.meta.chemtube:8013, oredict.chemtubeSodiumCarbonate.name
gregtech:gt.meta.chemtube:8014, oredict.chemtubeAluminiumHydroxide.name
gregtech:gt.meta.chemtube:8015, oredict.chemtubePotassiumHydroxide.name
gregtech:gt.meta.chemtube:8016, oredict.chemtubeMagnesiumCarbonate.name
gregtech:gt.meta.chemtube:8017, oredict.chemtubeFerricChloride.name
gregtech:gt.meta.chemtube:8018, oredict.chemtubeMagnesiumChloride.name
gregtech:gt.meta.chemtube:8019, oredict.chemtubeSodiumNitrate.name
gregtech:gt.meta.chemtube:8020, oredict.chemtubePotassiumCarbonate.name
gregtech:gt.meta.chemtube:8021, oredict.chemtubePotassiumSulfite.name
gregtech:gt.meta.chemtube:8022, oredict.chemtubePotassiumPersulfate.name
gregtech:gt.meta.chemtube:8023, oredict.chemtubePotassiumAluminate.name
gregtech:gt.meta.chemtube:8024, oredict.chemtubeHydrosulfuricAcid.name
gregtech:gt.meta.chemtube:8025, oredict.chemtubeAmmonia.name
gregtech:gt.meta.chemtube:8026, oredict.chemtubeTungstenTrioxide.name
gregtech:gt.meta.chemtube:8027, oredict.chemtubeTungsticAcid.name
gregtech:gt.meta.chemtube:8028, oredict.chemtubeCalciumChloride.name
gregtech:gt.meta.chemtube:8029, oredict.chemtubeLithiumChloride.name
gregtech:gt.meta.chemtube:8030, oredict.chemtubeFerrousChloride.name
gregtech:gt.meta.chemtube:8031, oredict.chemtubeManganeseChloride.name
gregtech:gt.meta.chemtube:8032, oredict.chemtubeLithiumHydroxide.name
gregtech:gt.meta.chemtube:8033, oredict.chemtubeLithiumChlorate.name
gregtech:gt.meta.chemtube:8034, oredict.chemtubeLithiumPerchlorate.name
gregtech:gt.meta.chemtube:8035, oredict.chemtubeFerricOxyhydroxide.name
gregtech:gt.meta.chemtube:8036, oredict.chemtubePotassiumFluoride.name
gregtech:gt.meta.chemtube:8037, oredict.chemtubeSodiumFluoride.name
gregtech:gt.meta.chemtube:8038, oredict.chemtubePotassiumHeptafluorotantalate.name
gregtech:gt.meta.chemtube:8100, oredict.chemtubeSand.name
gregtech:gt.meta.chemtube:8101, oredict.chemtubeSoulsand.name
gregtech:gt.meta.chemtube:8102, oredict.chemtubeSluiceSand.name
gregtech:gt.meta.chemtube:8103, oredict.chemtubePlatinumGroupSludge.name
gregtech:gt.meta.chemtube:8104, oredict.chemtubeRedSand.name
gregtech:gt.meta.chemtube:8105, oredict.chemtubeEndSand.name
gregtech:gt.meta.chemtube:8200, oredict.chemtubeAshes.name
gregtech:gt.meta.chemtube:8201, oredict.chemtubeDarkAshes.name
gregtech:gt.meta.chemtube:8202, oredict.chemtubeVolcanicAshes.name
gregtech:gt.meta.chemtube:8203, oredict.chemtubeRockSalt.name
gregtech:gt.meta.chemtube:8204, oredict.chemtubeSalt.name
gregtech:gt.meta.chemtube:8205, oredict.chemtubePotassiumNitrate.name
gregtech:gt.meta.chemtube:8206, oredict.chemtubeNiter.name
gregtech:gt.meta.chemtube:8207, oredict.chemtubePhosphate.name
gregtech:gt.meta.chemtube:8208, oredict.chemtubePhosphorus.name
gregtech:gt.meta.chemtube:8209, oredict.chemtubeApatite.name
gregtech:gt.meta.chemtube:8210, oredict.chemtubeBlizz.name
gregtech:gt.meta.chemtube:8211, oredict.chemtubeBlaze.name
gregtech:gt.meta.chemtube:8212, oredict.chemtubePyrotheum.name
gregtech:gt.meta.chemtube:8213, oredict.chemtubeCryotheum.name
gregtech:gt.meta.chemtube:8214, oredict.chemtubeObsidian.name
gregtech:gt.meta.chemtube:8215, oredict.chemtubeClay.name
gregtech:gt.meta.chemtube:8216, oredict.chemtubePaper.name
gregtech:gt.meta.chemtube:8217, oredict.chemtubeRubber.name
gregtech:gt.meta.chemtube:8218, oredict.chemtubePlastic.name
gregtech:gt.meta.chemtube:8219, oredict.chemtubeBone.name
gregtech:gt.meta.chemtube:8220, oredict.chemtubeGunpowder.name
gregtech:gt.meta.chemtube:8221, oredict.chemtubeWood.name
gregtech:gt.meta.chemtube:8222, oredict.chemtubeWoodTreated.name
gregtech:gt.meta.chemtube:8223, oredict.chemtubeLiveRoot.name
gregtech:gt.meta.chemtube:8224, oredict.chemtubeWoodRubber.name
gregtech:gt.meta.chemtube:8225, oredict.chemtubeCeramic.name
gregtech:gt.meta.chemtube:8226, oredict.chemtubePhosphorite.name
gregtech:gt.meta.chemtube:8227, oredict.chemtubePeanutWood.name
gregtech:gt.meta.chemtube:8228, oredict.chemtubeIndigo.name
gregtech:gt.meta.chemtube:8229, oredict.chemtubeCobaltHexahydrate.name
gregtech:gt.meta.chemtube:8230, oredict.chemtubeSodiumBisulfate.name
gregtech:gt.meta.chemtube:8231, oredict.chemtubeSodiumPyrosulfate.name
gregtech:gt.meta.chemtube:8232, oredict.chemtubePotassiumBisulfate.name
gregtech:gt.meta.chemtube:8233, oredict.chemtubePotassiumPyrosulfate.name
gregtech:gt.meta.chemtube:8234, oredict.chemtubeVanadiumPentoxide.name
gregtech:gt.meta.chemtube:8235, oredict.chemtubeWax.name
gregtech:gt.meta.chemtube:8236, oredict.chemtubeWaxBee.name
gregtech:gt.meta.chemtube:8237, oredict.chemtubeWaxRefractory.name
gregtech:gt.meta.chemtube:8238, oredict.chemtubeWaxParaffin.name
gregtech:gt.meta.chemtube:8239, oredict.chemtubeWaxPlant.name
gregtech:gt.meta.chemtube:8240, oredict.chemtubeWaxMagic.name
gregtech:gt.meta.chemtube:8241, oredict.chemtubeLeather.name
gregtech:gt.meta.chemtube:8242, oredict.chemtubeIodineSalt.name
gregtech:gt.meta.chemtube:8243, oredict.chemtubeSilverIodide.name
gregtech:gt.meta.chemtube:8245, oredict.chemtubePetrotheum.name
gregtech:gt.meta.chemtube:8246, oredict.chemtubeAerotheum.name
gregtech:gt.meta.chemtube:8247, oredict.chemtubeBasalz.name
gregtech:gt.meta.chemtube:8248, oredict.chemtubeBlitz.name
gregtech:gt.meta.chemtube:8249, oredict.chemtubeDynamite.name
gregtech:gt.meta.chemtube:8250, oredict.chemtubeBlack.name
gregtech:gt.meta.chemtube:8251, oredict.chemtubeRed.name
gregtech:gt.meta.chemtube:8252, oredict.chemtubeGreen.name
gregtech:gt.meta.chemtube:8253, oredict.chemtubeBrown.name
gregtech:gt.meta.chemtube:8254, oredict.chemtubeBlue.name
gregtech:gt.meta.chemtube:8255, oredict.chemtubePurple.name
gregtech:gt.meta.chemtube:8256, oredict.chemtubeCyan.name
gregtech:gt.meta.chemtube:8257, oredict.chemtubeLightGray.name
gregtech:gt.meta.chemtube:8258, oredict.chemtubeGray.name
gregtech:gt.meta.chemtube:8259, oredict.chemtubePink.name
gregtech:gt.meta.chemtube:8260, oredict.chemtubeLime.name
gregtech:gt.meta.chemtube:8261, oredict.chemtubeYellow.name
gregtech:gt.meta.chemtube:8262, oredict.chemtubeLightBlue.name
gregtech:gt.meta.chemtube:8263, oredict.chemtubeMagenta.name
gregtech:gt.meta.chemtube:8264, oredict.chemtubeOrange.name
gregtech:gt.meta.chemtube:8265, oredict.chemtubeWhite.name
gregtech:gt.meta.chemtube:8266, oredict.chemtubeAsphalt.name
gregtech:gt.meta.chemtube:8267, oredict.chemtubeWoodPolished.name
gregtech:gt.meta.chemtube:8268, oredict.chemtubeSodiumHydroxide.name
gregtech:gt.meta.chemtube:8269, oredict.chemtubeSodiumSulfite.name
gregtech:gt.meta.chemtube:8270, oredict.chemtubeSodiumSulfate.name
gregtech:gt.meta.chemtube:8271, oredict.chemtubePotassiumSulfate.name
gregtech:gt.meta.chemtube:8272, oredict.chemtubePotassiumSulfide.name
gregtech:gt.meta.chemtube:8273, oredict.chemtubePorcelain.name
gregtech:gt.meta.chemtube:8274, oredict.chemtubeCalciumSulfate.name
gregtech:gt.meta.chemtube:8275, oredict.chemtubeBark.name
gregtech:gt.meta.chemtube:8276, oredict.chemtubeClayBrown.name
gregtech:gt.meta.chemtube:8277, oredict.chemtubePetrifiedWood.name
gregtech:gt.meta.chemtube:8280, oredict.chemtubeWaxAmnesic.name
gregtech:gt.meta.chemtube:8281, oredict.chemtubeWaxSoulful.name
gregtech:gt.meta.chemtube:8298, oredict.chemtubeEnergiumRed.name
gregtech:gt.meta.chemtube:8299, oredict.chemtubeEnergiumCyan.name
gregtech:gt.meta.chemtube:8300, oredict.chemtubeDiamond.name
gregtech:gt.meta.chemtube:8301, oredict.chemtubeEmerald.name
gregtech:gt.meta.chemtube:8302, oredict.chemtubeRuby.name
gregtech:gt.meta.chemtube:8303, oredict.chemtubeBalasRuby.name
gregtech:gt.meta.chemtube:8304, oredict.chemtubeSapphire.name
gregtech:gt.meta.chemtube:8305, oredict.chemtubeGreenSapphire.name
gregtech:gt.meta.chemtube:8306, oredict.chemtubeTopaz.name
gregtech:gt.meta.chemtube:8307, oredict.chemtubeBlueTopaz.name
gregtech:gt.meta.chemtube:8308, oredict.chemtubeTanzanite.name
gregtech:gt.meta.chemtube:8309, oredict.chemtubeRedJasper.name
gregtech:gt.meta.chemtube:8310, oredict.chemtubeAmber.name
gregtech:gt.meta.chemtube:8311, oredict.chemtubeOlivine.name
gregtech:gt.meta.chemtube:8312, oredict.chemtubeOpal.name
gregtech:gt.meta.chemtube:8313, oredict.chemtubeAmethyst.name
gregtech:gt.meta.chemtube:8314, oredict.chemtubeOrangeSapphire.name
gregtech:gt.meta.chemtube:8315, oredict.chemtubeYellowSapphire.name
gregtech:gt.meta.chemtube:8317, oredict.chemtubeDilithium.name
gregtech:gt.meta.chemtube:8318, oredict.chemtubeEnderPearl.name
gregtech:gt.meta.chemtube:8319, oredict.chemtubeEnderEye.name
gregtech:gt.meta.chemtube:8320, oredict.chemtubeNetherStar.name
gregtech:gt.meta.chemtube:8321, oredict.chemtubeJade.name
gregtech:gt.meta.chemtube:8322, oredict.chemtubeCraponite.name
gregtech:gt.meta.chemtube:8323, oredict.chemtubeAquamarine.name
gregtech:gt.meta.chemtube:8324, oredict.chemtubeMorganite.name
gregtech:gt.meta.chemtube:8325, oredict.chemtubeDioptase.name
gregtech:gt.meta.chemtube:8326, oredict.chemtubeSpinel.name
gregtech:gt.meta.chemtube:8328, oredict.chemtubeBlueSapphire.name
gregtech:gt.meta.chemtube:8330, oredict.chemtubeLazurite.name
gregtech:gt.meta.chemtube:8331, oredict.chemtubeSodalite.name
gregtech:gt.meta.chemtube:8332, oredict.chemtubeLapis.name
gregtech:gt.meta.chemtube:8333, oredict.chemtubeRedstone.name
gregtech:gt.meta.chemtube:8334, oredict.chemtubeCoal.name
gregtech:gt.meta.chemtube:8335, oredict.chemtubeHydratedCoal.name
gregtech:gt.meta.chemtube:8336, oredict.chemtubeCharcoal.name
gregtech:gt.meta.chemtube:8337, oredict.chemtubeLignite.name
gregtech:gt.meta.chemtube:8338, oredict.chemtubeMonazite.name
gregtech:gt.meta.chemtube:8341, oredict.chemtubeGlowstone.name
gregtech:gt.meta.chemtube:8342, oredict.chemtubeFirestone.name
gregtech:gt.meta.chemtube:8346, oredict.chemtubeNetherQuartz.name
gregtech:gt.meta.chemtube:8347, oredict.chemtubeCertusQuartz.name
gregtech:gt.meta.chemtube:8348, oredict.chemtubeChargedCertusQuartz.name
gregtech:gt.meta.chemtube:8349, oredict.chemtubeCoalCoke.name
gregtech:gt.meta.chemtube:8360, oredict.chemtubePeat.name
gregtech:gt.meta.chemtube:8361, oredict.chemtubePeatBituminous.name
gregtech:gt.meta.chemtube:8365, oredict.chemtubeLigniteCoke.name
gregtech:gt.meta.chemtube:8373, oredict.chemtubeEctoplasm.name
gregtech:gt.meta.chemtube:8383, oredict.chemtubePurpleSapphire.name
gregtech:gt.meta.chemtube:8384, oredict.chemtubeHeliodor.name
gregtech:gt.meta.chemtube:8385, oredict.chemtubeGoshenite.name
gregtech:gt.meta.chemtube:8386, oredict.chemtubeBixbite.name
gregtech:gt.meta.chemtube:8387, oredict.chemtubeMaxixe.name
gregtech:gt.meta.chemtube:8388, oredict.chemtubeAlexandrite.name
gregtech:gt.meta.chemtube:8389, oredict.chemtubeFluix.name
gregtech:gt.meta.chemtube:8390, oredict.chemtubePetroleumCoke.name
gregtech:gt.meta.chemtube:8400, oredict.chemtubeChloroauricAcid.name
gregtech:gt.meta.chemtube:8401, oredict.chemtubeChloroplatinicAcid.name
gregtech:gt.meta.chemtube:8402, oredict.chemtubeStannicChloride.name
gregtech:gt.meta.chemtube:8403, oredict.chemtubeBlackVitriol.name
gregtech:gt.meta.chemtube:8404, oredict.chemtubeBlueVitriol.name
gregtech:gt.meta.chemtube:8405, oredict.chemtubeGreenVitriol.name
gregtech:gt.meta.chemtube:8406, oredict.chemtubeRedVitriol.name
gregtech:gt.meta.chemtube:8407, oredict.chemtubePinkVitriol.name
gregtech:gt.meta.chemtube:8408, oredict.chemtubeCyanVitriol.name
gregtech:gt.meta.chemtube:8409, oredict.chemtubeWhiteVitriol.name
gregtech:gt.meta.chemtube:8410, oredict.chemtubeGrayVitriol.name
gregtech:gt.meta.chemtube:8411, oredict.chemtubeMartianVitriol.name
gregtech:gt.meta.chemtube:8412, oredict.chemtubeVitriolOfClay.name
gregtech:gt.meta.chemtube:8413, oredict.chemtubeTitaniumTetrachloride.name
gregtech:gt.meta.chemtube:8415, oredict.chemtubeOnyxRed.name
gregtech:gt.meta.chemtube:8416, oredict.chemtubeOnyxBlack.name
gregtech:gt.meta.chemtube:8417, oredict.chemtubeAmazonite.name
gregtech:gt.meta.chemtube:8418, oredict.chemtubeBamboo.name
gregtech:gt.meta.chemtube:8419, oredict.chemtubeZircon.name
gregtech:gt.meta.chemtube:8420, oredict.chemtubeAzurite.name
gregtech:gt.meta.chemtube:8421, oredict.chemtubeEudialyte.name
gregtech:gt.meta.chemtube:8423, oredict.chemtubeDiamondIndustrial.name
gregtech:gt.meta.chemtube:8424, oredict.chemtubePinkDiamond.name
gregtech:gt.meta.chemtube:8425, oredict.chemtubeOceanJasper.name
gregtech:gt.meta.chemtube:8426, oredict.chemtubeRainforestJasper.name
gregtech:gt.meta.chemtube:8427, oredict.chemtubeBlueJasper.name
gregtech:gt.meta.chemtube:8428, oredict.chemtubeGreenJasper.name
gregtech:gt.meta.chemtube:8429, oredict.chemtubeYellowJasper.name
gregtech:gt.meta.chemtube:8430, oredict.chemtubeTigerEye.name
gregtech:gt.meta.chemtube:8431, oredict.chemtubeCatsEye.name
gregtech:gt.meta.chemtube:8432, oredict.chemtubeDragonEye.name
gregtech:gt.meta.chemtube:8433, oredict.chemtubeHawksEye.name
gregtech:gt.meta.chemtube:8434, oredict.chemtubeBlackEye.name
gregtech:gt.meta.chemtube:8435, oredict.chemtubeTigerIron.name
gregtech:gt.meta.chemtube:8436, oredict.chemtubeRedFluorite.name
gregtech:gt.meta.chemtube:8437, oredict.chemtubePinkFluorite.name
gregtech:gt.meta.chemtube:8438, oredict.chemtubeBlueFluorite.name
gregtech:gt.meta.chemtube:8439, oredict.chemtubeGreenFluorite.name
gregtech:gt.meta.chemtube:8440, oredict.chemtubeBlackFluorite.name
gregtech:gt.meta.chemtube:8441, oredict.chemtubeWhiteFluorite.name
gregtech:gt.meta.chemtube:8442, oredict.chemtubeYellowFluorite.name
gregtech:gt.meta.chemtube:8443, oredict.chemtubeOrangeFluorite.name
gregtech:gt.meta.chemtube:8444, oredict.chemtubeMagentaFluorite.name
gregtech:gt.meta.chemtube:8445, oredict.chemtubeMilkyQuartz.name
gregtech:gt.meta.chemtube:8446, oredict.chemtubeBrownAventurine.name
gregtech:gt.meta.chemtube:8447, oredict.chemtubeYellowAventurine.name
gregtech:gt.meta.chemtube:8448, oredict.chemtubeGreenAventurine.name
gregtech:gt.meta.chemtube:8449, oredict.chemtubeBlackAventurine.name
gregtech:gt.meta.chemtube:8450, oredict.chemtubeBlueAventurine.name
gregtech:gt.meta.chemtube:8451, oredict.chemtubeRedAventurine.name
gregtech:gt.meta.chemtube:8455, oredict.chemtubeClayRed.name
gregtech:gt.meta.chemtube:8456, oredict.chemtubeGloomstone.name
gregtech:gt.meta.chemtube:8457, oredict.chemtubeVoidQuartz.name
gregtech:gt.meta.chemtube:8458, oredict.chemtubeBluePhosphorus.name
gregtech:gt.meta.chemtube:8459, oredict.chemtubeRedPhosphorus.name
gregtech:gt.meta.chemtube:8460, oredict.chemtubeWhitePhosphorus.name
gregtech:gt.meta.chemtube:8461, oredict.chemtubeNiobiumPentoxide.name
gregtech:gt.meta.chemtube:8462, oredict.chemtubeTantalumPentoxide.name
gregtech:gt.meta.chemtube:8463, oredict.chemtubeSugilite.name
gregtech:gt.meta.chemtube:8464, oredict.chemtubeBlueDiamond.name
gregtech:gt.meta.chemtube:8465, oredict.chemtubeGreenDiamond.name
gregtech:gt.meta.chemtube:8466, oredict.chemtubePurpleDiamond.name
gregtech:gt.meta.chemtube:8467, oredict.chemtubeRedDiamond.name
gregtech:gt.meta.chemtube:8468, oredict.chemtubeYellowDiamond.name
gregtech:gt.meta.chemtube:8500, oredict.chemtubeStone.name
gregtech:gt.meta.chemtube:8501, oredict.chemtubeConcrete.name
gregtech:gt.meta.chemtube:8502, oredict.chemtubeNetherrack.name
gregtech:gt.meta.chemtube:8503, oredict.chemtubeNetherBrick.name
gregtech:gt.meta.chemtube:8504, oredict.chemtubeEndstone.name
gregtech:gt.meta.chemtube:8505, oredict.chemtubeBasalt.name
gregtech:gt.meta.chemtube:8506, oredict.chemtubeMarble.name
gregtech:gt.meta.chemtube:8507, oredict.chemtubeGraniteRed.name
gregtech:gt.meta.chemtube:8508, oredict.chemtubeGraniteBlack.name
gregtech:gt.meta.chemtube:8509, oredict.chemtubeRedrock.name
gregtech:gt.meta.chemtube:8511, oredict.chemtubeDiorite.name
gregtech:gt.meta.chemtube:8512, oredict.chemtubeSpaceStone.name
gregtech:gt.meta.chemtube:8513, oredict.chemtubeMoonStone.name
gregtech:gt.meta.chemtube:8514, oredict.chemtubeMoonTurf.name
gregtech:gt.meta.chemtube:8515, oredict.chemtubeMarsStone.name
gregtech:gt.meta.chemtube:8516, oredict.chemtubeMarsSand.name
gregtech:gt.meta.chemtube:8517, oredict.chemtubeUmber.name
gregtech:gt.meta.chemtube:8518, oredict.chemtubeGranite.name
gregtech:gt.meta.chemtube:8523, oredict.chemtubeDeadrock.name
gregtech:gt.meta.chemtube:8599, oredict.chemtubeBedrock.name
gregtech:gt.meta.chemtube:8600, oredict.chemtubeElectrum.name
gregtech:gt.meta.chemtube:8601, oredict.chemtubeSterlingSilver.name
gregtech:gt.meta.chemtube:8602, oredict.chemtubeRoseGold.name
gregtech:gt.meta.chemtube:8603, oredict.chemtubeAngmallen.name
gregtech:gt.meta.chemtube:8604, oredict.chemtubeGoldInductive.name
gregtech:gt.meta.chemtube:8605, oredict.chemtubeCdInAgAlloy.name
gregtech:gt.meta.chemtube:8606, oredict.chemtubeGildedIron.name
gregtech:gt.meta.chemtube:8610, oredict.chemtubeBronze.name
gregtech:gt.meta.chemtube:8611, oredict.chemtubeBlackBronze.name
gregtech:gt.meta.chemtube:8612, oredict.chemtubeBismuthBronze.name
gregtech:gt.meta.chemtube:8613, oredict.chemtubeHepatizon.name
gregtech:gt.meta.chemtube:8620, oredict.chemtubeBrass.name
gregtech:gt.meta.chemtube:8621, oredict.chemtubeCobaltBrass.name
gregtech:gt.meta.chemtube:8630, oredict.chemtubeSteel.name
gregtech:gt.meta.chemtube:8631, oredict.chemtubeBlackSteel.name
gregtech:gt.meta.chemtube:8632, oredict.chemtubeBlueSteel.name
gregtech:gt.meta.chemtube:8633, oredict.chemtubeRedSteel.name
gregtech:gt.meta.chemtube:8634, oredict.chemtubeDamascusSteel.name
gregtech:gt.meta.chemtube:8635, oredict.chemtubeTungstensteel.name
gregtech:gt.meta.chemtube:8636, oredict.chemtubeStainlessSteel.name
gregtech:gt.meta.chemtube:8638, oredict.chemtubeTungstenCarbide.name
gregtech:gt.meta.chemtube:8640, oredict.chemtubeAnnealedCopper.name
gregtech:gt.meta.chemtube:8642, oredict.chemtubePigIron.name
gregtech:gt.meta.chemtube:8643, oredict.chemtubeWroughtIron.name
gregtech:gt.meta.chemtube:8645, oredict.chemtubeIronMagnetic.name
gregtech:gt.meta.chemtube:8646, oredict.chemtubeSteelMagnetic.name
gregtech:gt.meta.chemtube:8647, oredict.chemtubeNeodymiumMagnetic.name
gregtech:gt.meta.chemtube:8649, oredict.chemtubeMeteoricIron.name
gregtech:gt.meta.chemtube:8650, oredict.chemtubeMeteoricSteel.name
